Berufsgattung,Bezeichnung,Total (in T),Frauenanteil,Auslaenderanteil,Exposure,Proximity,Exp_Prox,ISCO_kurz,Orig_Source
8152.0,"Bediener von Web-, Strick- und Wirkmaschinen",0.6477083672653838,24.16483954962966,69.20032947905403,4.0,44.0,24.0,81,1
8154.0,Bediener von Bleich- und Färbemaschinen,0.38898143195856943,51.10734607603027,23.45313773407682,0.0,46.0,23.0,81,1
8156.0,Bediener von Maschinen zur Schuhherstellung und verwandte Berufe,0.1766168605484997,,,1.0,61.0,31.0,81,1
8157.0,Bediener von Wäschereimaschinen,4.938895057524905,93.04029382015726,48.991618922036544,55.0,53.0,54.0,81,1
8160.0,Bediener von Maschinen zur Herstellung von Nahrungs- und Genussmitteln,5.323981193881351,28.41920765059497,37.22649012103124,3.3333333333333335,46.666666666666664,25.0,81,1
8171.0,Bediener von Anlagen zur Zellstoff- und Papierherstellung,0.4319190938809393,0.0,,8.0,46.5,27.25,81,1
8172.0,Bediener von Anlagen zur Holzaufbereitung,1.2691079432257557,2.722278889465585,32.85045480704248,6.0,57.0,31.5,81,1
8181.0,Bediener von Anlagen zur Glas- und Keramikherstellung,0.2630889507821507,31.47768326106963,35.093733898027196,3.0,55.0,29.0,81,1
8182.0,Bediener von Dampfmaschinen und -kesseln,0.5301326613499927,6.004544787151573,22.797403046147807,26.0,60.0,43.0,81,1
8183.0,"Bediener von Verpackungs-, Abfüll- und Etikettiermaschinen",2.1145137413722987,72.82805403862955,54.92986095857001,4.0,59.0,31.5,81,1
8189.0,"Bediener stationärer Anlagen und Maschinen, anderweitig nicht genannt",0.36225879271794065,14.10917760186706,22.375776004656444,2.5,48.5,25.5,81,1
8210.0,"Montageberufe, onA",12.892547092618651,17.83595532299921,39.68768962449901,2.8333333333333335,61.916666666666664,32.375,82,0
8211.0,Berufe der Montage von mechanischen Bauteilen,2.5548542561111542,5.365285099755795,32.40298550898443,4.5,64.5,34.5,82,1
8212.0,Berufe der Montage von elektrischen und elektronischen Geräten,0.45593571576930086,17.434256952463386,27.11893720401268,4.0,55.25,29.625,82,1
8219.0,"Montageberufe, anderweitig nicht genannt",0.8872670656859097,14.852875181753205,55.87185681565036,0.0,66.0,33.0,82,1
8300.0,"Fahrzeugführer und Bediener mobiler Anlagen, onA",14.149917847189384,6.810185692186479,39.43066470086939,17.16111111111111,57.90555555555555,37.53333333333333,83,0
8311.0,Lokomotivführer,6.82535917042393,6.962221017865275,7.9861576677828054,15.2,52.4,33.8,83,1
8312.0,"Bediener von Sicherungs-, Signal- und Leittechnik im Schienennetzbetrieb",2.6607468571161994,16.14935517957278,11.40175049487074,15.0,52.0,33.5,83,1
8321.0,Motorradfahrer,0.22918337453930496,0.0,20.08263300418811,17.16111111111111,57.90555555555555,37.53333333333333,83,0
8322.0,"Personenkraftwagen-, Taxi-, Kleintransporter- und Kleinbusfahrer",15.826668388781078,8.60487370940271,43.70154343937858,30.25,78.25,54.25,83,1
8331.0,Busfahrer und Strassenbahnführer,14.052727173984376,15.681564792679268,27.956665120724153,57.0,81.0,69.0,83,1
8332.0,Fahrer schwerer Lastkraftwagen,28.061394536356424,4.119983279169475,30.80482044441125,7.0,42.0,24.5,83,1
8340.0,"Bediener mobiler Anlagen, onA",0.10529260800471678,0.0,,17.16111111111111,57.90555555555555,37.53333333333333,83,0
8341.0,Führer von mobilen land- und forstwirtschaftlichen Maschinen,0.22089104451639835,0.0,0.0,17.16111111111111,57.90555555555555,37.53333333333333,83,0
8342.0,"Führer von Erdbewegungs- und verwandten Maschinen, Strassenbau und Baumaschinen",12.397455015310095,1.6043420935139494,47.03878408974267,4.0,53.0,28.5,83,1
8343.0,"Kranführer, Aufzugmaschinisten und Bediener verwandter Hebeeinrichtungen",6.020189273049201,3.6675115277817696,48.562971794790315,8.5,54.5,31.5,83,1
8344.0,Gabelstaplerfahrer und verwandte Berufe,1.374646658567536,0.0,44.50449512728869,4.0,34.0,19.0,83,1
8350.0,Deckspersonal auf Schiffen und verwandte Berufe,0.4346841859956171,30.595477314288402,28.598329870723916,13.5,74.0,43.75,83,1
9111.0,Reinigungspersonal und Hilfskräfte in Privathaushalten,37.450541348975214,96.5571858058352,64.71668524907786,52.0,42.0,47.0,91,1
9112.0,"Reinigungspersonal und Hilfskräfte in Büros, Hotels und anderen Einrichtungen",69.05553502943926,84.33713287741833,60.33490611321426,16.0,55.0,35.5,91,1
9121.0,Handwäscher und Handbügler,1.171896732383904,88.07397850773107,70.3311127170324,4.0,35.0,19.5,91,1
9122.0,Fahrzeugreiniger,0.4108848211561587,18.271451946986232,56.46436867609955,34.25,52.25,43.25,91,0
9129.0,Sonstiges Reinigungspersonal,0.33247535206725964,42.66279522065643,,65.0,77.0,71.0,91,1
9211.0,Hilfsarbeiter im Gemüse- und Obstbau,1.144548138794079,61.4502698652618,67.9940160465955,9.0,76.0,42.5,92,0
9212.0,Hilfsarbeiter in der Tierhaltung,0.3296979028002822,67.78525546818227,39.85070380875895,9.0,76.0,42.5,92,0
9213.0,Hilfsarbeiter in Ackerbau und Tierhaltung (ohne ausgeprägten Schwerpunkt),5.730579366031905,39.40884923136508,44.68098655476444,9.0,76.0,42.5,92,0
9214.0,Hilfsarbeiter im Gartenbau,3.386476875605428,18.67075038117183,48.06474790811254,9.0,76.0,42.5,92,1
9310.0,"Hilfsarbeiter im Bergbau und im Bau, onA",0.8128455253925174,16.425913961221312,42.84878459585463,10.077380952380953,68.84523809523809,39.461309523809526,93,0
